episode: 500, epsilon: 0.9700000000000255, average steps: 5.424, maximum length: 7, average length: 4.222, average reward: 0.14, average loss: 0.5673328243670099
episode: 20100, epsilon: 0.1, average steps: 5.98, maximum length: 7, average length: 4.27, average reward: 0.4, average loss: 0.33085663926215186
episode: 20200, epsilon: 0.1, average steps: 5.81, maximum length: 6, average length: 4.11, average reward: -0.44, average loss: 0.3323220405470712
episode: 20300, epsilon: 0.1, average steps: 5.88, maximum length: 6, average length: 4.21, average reward: 0.07, average loss: 0.3337980443680541
episode: 20400, epsilon: 0.1, average steps: 6.31, maximum length: 6, average length: 4.15, average reward: -0.23, average loss: 0.3101117997947711
episode: 20500, epsilon: 0.1, average steps: 6.26, maximum length: 6, average length: 4.17, average reward: -0.13, average loss: 0.3260212340175172
episode: 20600, epsilon: 0.1, average steps: 4.81, maximum length: 6, average length: 4.15, average reward: -0.23, average loss: 0.3234877622198308
episode: 20700, epsilon: 0.1, average steps: 5.88, maximum length: 6, average length: 4.17, average reward: -0.14, average loss: 0.3251807455544189
episode: 20800, epsilon: 0.1, average steps: 5.55, maximum length: 6, average length: 4.17, average reward: -0.13, average loss: 0.32889537090007065
episode: 20900, epsilon: 0.1, average steps: 5.97, maximum length: 6, average length: 4.19, average reward: -0.03, average loss: 0.3239100637420143
episode: 21000, epsilon: 0.1, average steps: 4.97, maximum length: 6, average length: 4.21, average reward: 0.08, average loss: 0.3224848031251448
episode: 21100, epsilon: 0.1, average steps: 5.68, maximum length: 6, average length: 4.23, average reward: 0.18, average loss: 0.3296461157352932
episode: 21200, epsilon: 0.1, average steps: 5.77, maximum length: 6, average length: 4.27, average reward: 0.38, average loss: 0.3033998474522655
episode: 21300, epsilon: 0.1, average steps: 5.41, maximum length: 6, average length: 4.23, average reward: 0.19, average loss: 0.31366430052436184
episode: 21400, epsilon: 0.1, average steps: 5.78, maximum length: 6, average length: 4.21, average reward: 0.07, average loss: 0.32620894378420373
episode: 21500, epsilon: 0.1, average steps: 5.73, maximum length: 6, average length: 4.2, average reward: 0.04, average loss: 0.32160287168404866
episode: 21600, epsilon: 0.1, average steps: 5.49, maximum length: 6, average length: 4.23, average reward: 0.16, average loss: 0.3234541758781394
episode: 21700, epsilon: 0.1, average steps: 5.43, maximum length: 6, average length: 4.19, average reward: -0.04, average loss: 0.32648877556331835
episode: 21800, epsilon: 0.1, average steps: 4.92, maximum length: 6, average length: 4.16, average reward: -0.17, average loss: 0.3184785184605683
episode: 21900, epsilon: 0.1, average steps: 6.12, maximum length: 7, average length: 4.26, average reward: 0.33, average loss: 0.3276544796835938
episode: 22000, epsilon: 0.1, average steps: 5.77, maximum length: 7, average length: 4.21, average reward: 0.09, average loss: 0.319974300524393
episode: 22100, epsilon: 0.1, average steps: 5.77, maximum length: 7, average length: 4.17, average reward: -0.11, average loss: 0.33148391591770243
episode: 22200, epsilon: 0.1, average steps: 4.98, maximum length: 6, average length: 4.21, average reward: 0.09, average loss: 0.3085970862767758
episode: 22300, epsilon: 0.1, average steps: 5.94, maximum length: 7, average length: 4.24, average reward: 0.24, average loss: 0.3238298075473428
episode: 22400, epsilon: 0.1, average steps: 5.2, maximum length: 6, average length: 4.17, average reward: -0.13, average loss: 0.3316571337741152
episode: 22500, epsilon: 0.1, average steps: 5.86, maximum length: 6, average length: 4.23, average reward: 0.17, average loss: 0.31102968993001096
episode: 22600, epsilon: 0.1, average steps: 5.72, maximum length: 6, average length: 4.15, average reward: -0.22, average loss: 0.31086711785735827
episode: 22700, epsilon: 0.1, average steps: 5.03, maximum length: 7, average length: 4.15, average reward: -0.21, average loss: 0.3350234388830644
episode: 22800, epsilon: 0.1, average steps: 5.86, maximum length: 6, average length: 4.25, average reward: 0.29, average loss: 0.30451269032132755
episode: 22900, epsilon: 0.1, average steps: 5.03, maximum length: 6, average length: 4.24, average reward: 0.23, average loss: 0.3235478222991757
episode: 23000, epsilon: 0.1, average steps: 5.11, maximum length: 7, average length: 4.22, average reward: 0.13, average loss: 0.3338906517457121
episode: 23100, epsilon: 0.1, average steps: 5.54, maximum length: 6, average length: 4.15, average reward: -0.24, average loss: 0.3127654322759206
episode: 23200, epsilon: 0.1, average steps: 5.41, maximum length: 6, average length: 4.28, average reward: 0.42, average loss: 0.33849312620924693
episode: 23300, epsilon: 0.1, average steps: 5.83, maximum length: 6, average length: 4.23, average reward: 0.19, average loss: 0.32191675120741403
episode: 23400, epsilon: 0.1, average steps: 5.53, maximum length: 7, average length: 4.18, average reward: -0.05, average loss: 0.34167978523569636
episode: 23500, epsilon: 0.1, average steps: 5.59, maximum length: 7, average length: 4.33, average reward: 0.73, average loss: 0.3418920464597357
episode: 23600, epsilon: 0.1, average steps: 5.16, maximum length: 5, average length: 4.2, average reward: 0.0, average loss: 0.312332666531689
episode: 23700, epsilon: 0.1, average steps: 5.72, maximum length: 7, average length: 4.25, average reward: 0.32, average loss: 0.3270241813013638
episode: 23800, epsilon: 0.1, average steps: 5.41, maximum length: 6, average length: 4.16, average reward: -0.18, average loss: 0.3344286978195961
episode: 23900, epsilon: 0.1, average steps: 5.78, maximum length: 6, average length: 4.25, average reward: 0.28, average loss: 0.3165393778884596
episode: 24000, epsilon: 0.1, average steps: 5.02, maximum length: 7, average length: 4.23, average reward: 0.21, average loss: 0.3448304285769071
episode: 24100, epsilon: 0.1, average steps: 5.1, maximum length: 6, average length: 4.18, average reward: -0.07, average loss: 0.3360881976407779
episode: 24200, epsilon: 0.1, average steps: 4.99, maximum length: 6, average length: 4.15, average reward: -0.23, average loss: 0.3414304905673782
episode: 24300, epsilon: 0.1, average steps: 5.84, maximum length: 6, average length: 4.18, average reward: -0.09, average loss: 0.3287739690516751
episode: 24400, epsilon: 0.1, average steps: 5.17, maximum length: 7, average length: 4.15, average reward: -0.21, average loss: 0.3244647765502441
episode: 24500, epsilon: 0.1, average steps: 5.49, maximum length: 6, average length: 4.14, average reward: -0.29, average loss: 0.3315892123469937
episode: 24600, epsilon: 0.1, average steps: 5.68, maximum length: 6, average length: 4.22, average reward: 0.12, average loss: 0.3290679662402806
episode: 24700, epsilon: 0.1, average steps: 5.64, maximum length: 5, average length: 4.14, average reward: -0.3, average loss: 0.32516330760573503
episode: 24800, epsilon: 0.1, average steps: 4.96, maximum length: 6, average length: 4.21, average reward: 0.07, average loss: 0.32748228847565536
episode: 24900, epsilon: 0.1, average steps: 5.15, maximum length: 6, average length: 4.2, average reward: 0.01, average loss: 0.32855568957350184
episode: 25000, epsilon: 0.1, average steps: 5.44, maximum length: 6, average length: 4.26, average reward: 0.34, average loss: 0.33474084090142453
episode: 25100, epsilon: 0.1, average steps: 4.82, maximum length: 6, average length: 4.16, average reward: -0.19, average loss: 0.30983134061173123
episode: 25200, epsilon: 0.1, average steps: 5.24, maximum length: 6, average length: 4.27, average reward: 0.38, average loss: 0.341818902454165
episode: 25300, epsilon: 0.1, average steps: 5.39, maximum length: 5, average length: 4.11, average reward: -0.45, average loss: 0.34421307068005463
episode: 25400, epsilon: 0.1, average steps: 5.02, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 0.32671910423522355
episode: 25500, epsilon: 0.1, average steps: 5.27, maximum length: 6, average length: 4.21, average reward: 0.07, average loss: 0.3336532945791828
episode: 25600, epsilon: 0.1, average steps: 5.88, maximum length: 7, average length: 4.22, average reward: 0.15, average loss: 0.33329244693637755
episode: 25700, epsilon: 0.1, average steps: 5.27, maximum length: 7, average length: 4.18, average reward: -0.05, average loss: 0.33594453004484015
episode: 25800, epsilon: 0.1, average steps: 5.69, maximum length: 6, average length: 4.24, average reward: 0.25, average loss: 0.3432340781336533
episode: 25900, epsilon: 0.1, average steps: 5.66, maximum length: 6, average length: 4.3, average reward: 0.52, average loss: 0.31400462621699804
episode: 26000, epsilon: 0.1, average steps: 5.28, maximum length: 5, average length: 4.12, average reward: -0.4, average loss: 0.31853777031933256
episode: 26100, epsilon: 0.1, average steps: 5.82, maximum length: 6, average length: 4.19, average reward: -0.04, average loss: 0.327215199003177
episode: 26200, epsilon: 0.1, average steps: 5.35, maximum length: 7, average length: 4.18, average reward: -0.07, average loss: 0.32632820522377975
episode: 26300, epsilon: 0.1, average steps: 4.95, maximum length: 6, average length: 4.23, average reward: 0.18, average loss: 0.3294855319724196
episode: 26400, epsilon: 0.1, average steps: 6.01, maximum length: 6, average length: 4.19, average reward: -0.02, average loss: 0.34196696759813155
episode: 26500, epsilon: 0.1, average steps: 5.67, maximum length: 6, average length: 4.24, average reward: 0.22, average loss: 0.3128300128402026
episode: 26600, epsilon: 0.1, average steps: 5.41, maximum length: 6, average length: 4.2, average reward: 0.01, average loss: 0.32540502386078507
episode: 26700, epsilon: 0.1, average steps: 5.6, maximum length: 6, average length: 4.18, average reward: -0.08, average loss: 0.32355574852664565
episode: 26800, epsilon: 0.1, average steps: 6.07, maximum length: 6, average length: 4.24, average reward: 0.24, average loss: 0.33030998776509796
episode: 26900, epsilon: 0.1, average steps: 5.44, maximum length: 6, average length: 4.17, average reward: -0.13, average loss: 0.3359501923295859
episode: 27000, epsilon: 0.1, average steps: 5.14, maximum length: 6, average length: 4.13, average reward: -0.33, average loss: 0.3237061705560676
episode: 27100, epsilon: 0.1, average steps: 5.16, maximum length: 6, average length: 4.26, average reward: 0.33, average loss: 0.3284173092517886
episode: 27200, epsilon: 0.1, average steps: 5.68, maximum length: 7, average length: 4.28, average reward: 0.49, average loss: 0.3289526075628524
episode: 27300, epsilon: 0.1, average steps: 5.49, maximum length: 6, average length: 4.17, average reward: -0.11, average loss: 0.31643926911193876
episode: 27400, epsilon: 0.1, average steps: 6.5, maximum length: 6, average length: 4.21, average reward: 0.07, average loss: 0.32607525428566775
episode: 27500, epsilon: 0.1, average steps: 6.02, maximum length: 6, average length: 4.2, average reward: 0.01, average loss: 0.32010805562246586
episode: 27600, epsilon: 0.1, average steps: 5.25, maximum length: 5, average length: 4.2, average reward: 0.0, average loss: 0.31888479378191514
episode: 27700, epsilon: 0.1, average steps: 5.37, maximum length: 6, average length: 4.16, average reward: -0.17, average loss: 0.32556458010141076
episode: 27800, epsilon: 0.1, average steps: 5.3, maximum length: 6, average length: 4.23, average reward: 0.18, average loss: 0.32240296752808617
episode: 27900, epsilon: 0.1, average steps: 5.73, maximum length: 7, average length: 4.19, average reward: -0.01, average loss: 0.3029468322321797
episode: 100, epsilon: 0.9970000000000026, average steps: 5.3, maximum length: 7, average length: 4.26, average reward: 0.36, average loss: None
episode: 200, epsilon: 0.9940000000000051, average steps: 4.9, maximum length: 6, average length: 4.22, average reward: 0.11, average loss: 13.743171369390828
episode: 300, epsilon: 0.9910000000000077, average steps: 5.89, maximum length: 6, average length: 4.28, average reward: 0.45, average loss: 0.4411561457671111
episode: 400, epsilon: 0.9880000000000102, average steps: 5.28, maximum length: 6, average length: 4.2, average reward: 0.01, average loss: 0.3984804424621733
episode: 500, epsilon: 0.9850000000000128, average steps: 5.61, maximum length: 6, average length: 4.14, average reward: -0.29, average loss: 0.37748125104041463
episode: 600, epsilon: 0.9820000000000153, average steps: 5.28, maximum length: 7, average length: 4.26, average reward: 0.37, average loss: 0.36634679875318066
episode: 700, epsilon: 0.9790000000000179, average steps: 4.87, maximum length: 6, average length: 4.25, average reward: 0.27, average loss: 0.3758604916890589
episode: 800, epsilon: 0.9760000000000204, average steps: 5.61, maximum length: 7, average length: 4.17, average reward: -0.12, average loss: 0.3842786174164837
